"fipscounty","AAR_county","AAR_norm","decile","bottom_decile","upper_decile","negative_shock","positive_shock","unaffected","aar_category","quartile","bottom_quartile","upper_quartile"
31041,0.0419895017477806,0.893835664927025,9,"0","0",0,0,"1","1",4,"0","1"
31043,0.227729691625554,2.44690955069053,10,"0","1",0,1,"0","2",4,"0","1"
31045,-0.0815227532937259,-0.138916901994305,5,"0","0",0,0,"1","1",2,"0","0"
31047,-0.109681329439558,-0.374365941327976,4,"0","0",0,0,"0","3",2,"0","0"
31049,-0.0415005964462676,0.195729932880912,7,"0","0",0,0,"1","1",3,"0","0"
31051,0.44209152295132,4.23930441448155,10,"0","1",0,1,"0","2",4,"0","1"
31053,0.0161855505556474,0.678074914534825,9,"0","0",0,0,"1","1",4,"0","1"
31055,-0.0247701712846705,0.335622039340454,8,"0","0",0,0,"1","1",3,"0","0"
31057,0.063348850607168,1.07243269851602,10,"0","1",0,0,"1","1",4,"0","1"
31059,0.0125546340082145,0.647714863353035,9,"0","0",0,0,"1","1",4,"0","1"
31061,0.0791658363300565,1.20468704526713,10,"0","1",0,0,"1","1",4,"0","1"
31063,0.0175115914717359,0.689162657686085,9,"0","0",0,0,"1","1",4,"0","1"
31065,-0.0352041577294535,0.248377852272128,7,"0","0",0,0,"1","1",3,"0","0"
31067,-0.0976043082622844,-0.273383454874293,4,"0","0",0,0,"1","1",2,"0","0"
31069,-0.0279524514570198,0.309013278812585,8,"0","0",0,0,"1","1",3,"0","0"
31071,-0.0136442899689313,0.428651532520952,8,"0","0",0,0,"1","1",4,"0","1"
31073,-0.0928748813480681,-0.233838166157134,5,"0","0",0,0,"1","1",2,"0","0"
31075,-0.210626841741604,-1.21842580335618,1,"1","0",1,0,"0","0",1,"1","0"
31077,0.00268317822426616,0.565174298477937,9,"0","0",0,0,"1","1",4,"0","1"
31079,-0.0288170690389309,0.301783744975445,8,"0","0",0,0,"1","1",3,"0","0"
31081,-0.104588077367831,-0.331778514280462,4,"0","0",0,0,"0","3",2,"0","0"
31083,0.0295443841150245,0.789775325517405,9,"0","0",0,0,"1","1",4,"0","1"
31085,0.101495304367592,1.39139576842989,10,"0","1",0,0,"0","3",4,"0","1"
31087,-0.0699755441851962,-0.0423644599422687,6,"0","0",0,0,"1","1",3,"0","0"
31089,-0.0197216239236716,0.37783566619508,8,"0","0",0,0,"1","1",3,"0","0"
31091,0.191693089381949,2.14558808702121,10,"0","1",0,1,"0","2",4,"0","1"
31093,0.0207782203825736,0.716476703500513,9,"0","0",0,0,"1","1",4,"0","1"
31095,-0.0365912884131896,0.236779304631633,7,"0","0",0,0,"1","1",3,"0","0"
31097,0.295184520043923,3.01093574531307,10,"0","1",0,1,"0","2",4,"0","1"
31099,0.142307133255055,1.73264547705287,10,"0","1",0,0,"0","3",4,"0","1"
31101,-0.0952043767493656,-0.253316333360162,4,"0","0",0,0,"1","1",2,"0","0"
31103,-0.0874898005711568,-0.188810601940411,5,"0","0",0,0,"1","1",2,"0","0"
31105,0.00308668431176838,0.568548230461417,9,"0","0",0,0,"1","1",4,"0","1"
31107,0.0203385861470695,0.712800684589913,9,"0","0",0,0,"1","1",4,"0","1"
31109,-0.050569842343229,0.119897077453083,7,"0","0",0,0,"1","1",3,"0","0"
31111,-0.0636128861293701,0.0108371550504203,6,"0","0",0,0,"1","1",3,"0","0"
31113,0.0738620139130064,1.16033892601482,10,"0","1",0,0,"1","1",4,"0","1"
31115,-0.272062406647775,-1.73212168993674,1,"1","0",1,0,"0","0",1,"1","0"
31117,-0.110322744472627,-0.379729158294914,4,"0","0",0,0,"0","3",2,"0","0"
31119,0.0038329240511618,0.574787943323419,9,"0","0",0,0,"1","1",4,"0","1"
31121,-0.0652081742706302,-0.0025019093388727,6,"0","0",0,0,"1","1",3,"0","0"
31123,-0.0273458133584465,0.314085707077159,8,"0","0",0,0,"1","1",3,"0","0"
31125,0.0243268552622067,0.746148753288416,9,"0","0",0,0,"1","1",4,"0","1"
31127,-0.0966933581236487,-0.265766509546097,4,"0","0",0,0,"1","1",2,"0","0"
31129,0.114361639071527,1.49897813090795,10,"0","1",0,0,"0","3",4,"0","1"
31131,0.0140655272236028,0.660348256258151,9,"0","0",0,0,"1","1",4,"0","1"
31133,0.0712330876110134,1.13835705558651,10,"0","1",0,0,"1","1",4,"0","1"
31135,-0.00856723930476037,0.471103490863467,8,"0","0",0,0,"1","1",4,"0","1"
31137,0.0461400729492736,0.928540828889024,9,"0","0",0,0,"1","1",4,"0","1"
31139,0.00021883342764765,0.544568582764693,9,"0","0",0,0,"1","1",4,"0","1"
31141,-0.158187166163927,-0.779949398377842,2,"0","0",1,0,"0","0",1,"1","0"
31143,0.0799703577071828,1.2114140823299,10,"0","1",0,0,"1","1",4,"0","1"
31145,-0.041751180721472,0.193634662631328,7,"0","0",0,0,"1","1",3,"0","0"
31147,-0.0298410368527429,0.293221797921658,8,"0","0",0,0,"1","1",3,"0","0"
31149,-0.0929569357908792,-0.234524267600364,5,"0","0",0,0,"1","1",2,"0","0"
31151,0.0604317493892283,1.04804124222058,10,"0","1",0,0,"1","1",4,"0","1"
31153,-0.00490323129091372,0.501740237640124,8,"0","0",0,0,"1","1",4,"0","1"
31155,-0.0160634664265521,0.408423493646559,8,"0","0",0,0,"1","1",4,"0","1"
31157,-0.0215988961341373,0.362138780946592,8,"0","0",0,0,"1","1",3,"0","0"
31159,-0.12554370055582,-0.506999779826615,3,"0","0",0,0,"0","3",2,"0","0"
31161,-0.0469176089744701,0.150435370072823,7,"0","0",0,0,"1","1",3,"0","0"
31163,-0.114610681590295,-0.415582912754999,4,"0","0",0,0,"0","3",2,"0","0"
31165,0.266181470138932,2.76842560550661,10,"0","1",0,1,"0","2",4,"0","1"
31167,-0.381337554768739,-2.64583012870428,1,"1","0",1,0,"0","0",1,"1","0"
31169,-0.0266165042643464,0.320183853684213,8,"0","0",0,0,"1","1",3,"0","0"
31171,-0.18584196515713,-1.01118608528252,2,"0","0",1,0,"0","0",1,"1","0"
31173,-0.106650883003213,-0.349026744541382,4,"0","0",0,0,"0","3",2,"0","0"
31175,-0.00806558196723163,0.475298118375317,8,"0","0",0,0,"1","1",4,"0","1"
31177,-0.071519476468581,-0.0552741103108294,6,"0","0",0,0,"1","1",3,"0","0"
31179,-0.165683700047429,-0.842631960594829,2,"0","0",1,0,"0","0",1,"1","0"
31181,0.0495171219819645,0.956778156885008,9,"0","0",0,0,"1","1",4,"0","1"
31183,-0.187272411517631,-1.02314681865392,2,"0","0",1,0,"0","0",1,"1","0"
31185,-0.0648357046131671,0.00061251031702273,6,"0","0",0,0,"1","1",3,"0","0"
31999,0.176432622514474,2.0179870945164,10,"0","1",0,1,"0","2",4,"0","1"
32001,-0.205070212068087,-1.17196382630923,1,"1","0",1,0,"0","0",1,"1","0"
32003,-0.189312124216973,-1.04020195642401,1,"1","0",1,0,"0","0",1,"1","0"
32005,-0.299364459801684,-1.96040887866506,1,"1","0",1,0,"0","0",1,"1","0"
32007,-0.265101482187428,-1.67391764692779,1,"1","0",1,0,"0","0",1,"1","0"
32009,-0.0894035700639891,-0.204812660647492,5,"0","0",0,0,"1","1",2,"0","0"
32011,-0.495260264465121,-3.59839933594638,1,"1","0",1,0,"0","0",1,"1","0"
32013,-0.259631573214106,-1.62818078841827,1,"1","0",1,0,"0","0",1,"1","0"
32015,-0.411573235526753,-2.89864695975444,1,"1","0",1,0,"0","0",1,"1","0"
32017,-0.146676066934631,-0.683698890497898,2,"0","0",0,0,"0","3",1,"1","0"
32019,-0.22805216759094,-1.36412834918287,1,"1","0",1,0,"0","0",1,"1","0"
32021,0.113999292715779,1.49594835763656,10,"0","1",0,0,"0","3",4,"0","1"
32023,-0.18358772601047,-0.992337176205562,2,"0","0",1,0,"0","0",1,"1","0"
32027,-0.248005861069547,-1.53097194015016,1,"1","0",1,0,"0","0",1,"1","0"
32029,-0.289319835210908,-1.87642035601686,1,"1","0",1,0,"0","0",1,"1","0"
32031,-0.155942905857186,-0.761183927762412,2,"0","0",1,0,"0","0",1,"1","0"
32033,-0.256854199944999,-1.60495767284966,1,"1","0",1,0,"0","0",1,"1","0"
32510,-0.137094794989365,-0.603584709176225,3,"0","0",0,0,"0","3",1,"1","0"
32999,-0.0171749260331427,0.399129980534439,8,"0","0",0,0,"1","1",4,"0","1"
33001,-0.121612990845154,-0.474132996347127,3,"0","0",0,0,"0","3",2,"0","0"
33003,-0.122631436483295,-0.482648769512356,3,"0","0",0,0,"0","3",2,"0","0"
33005,-0.101652983332847,-0.307236610339305,4,"0","0",0,0,"0","3",2,"0","0"
33007,-0.231632319114189,-1.39406392662302,1,"1","0",1,0,"0","0",1,"1","0"
33009,-0.0858071876729451,-0.174741368169404,5,"0","0",0,0,"1","1",2,"0","0"
33011,-0.0576691808413219,0.0605356800364056,6,"0","0",0,0,"1","1",3,"0","0"
33013,-0.0587232990056646,0.051721629643613,6,"0","0",0,0,"1","1",3,"0","0"
33015,-0.0663758792750556,-0.0122657205519543,6,"0","0",0,0,"1","1",3,"0","0"
33017,-0.0758750562431462,-0.0916934615007276,5,"0","0",0,0,"1","1",2,"0","0"
33019,-0.0869201333585364,-0.1840473071894,5,"0","0",0,0,"1","1",2,"0","0"
33999,0.0695058758889004,1.12391490699948,10,"0","1",0,0,"1","1",4,"0","1"
34001,-0.193553999839487,-1.07567056588498,1,"1","0",1,0,"0","0",1,"1","0"
34003,-0.0388946214564009,0.217519895012307,7,"0","0",0,0,"1","1",3,"0","0"
34005,-0.0464034278862689,0.154734715417329,7,"0","0",0,0,"1","1",3,"0","0"
34007,-0.0277091784462581,0.31104741563765,8,"0","0",0,0,"1","1",3,"0","0"
34009,-0.0865755987775927,-0.181166467771941,5,"0","0",0,0,"1","1",2,"0","0"
34011,0.00921279298209663,0.619771928485508,9,"0","0",0,0,"1","1",4,"0","1"
34013,-0.017653052120921,0.395132110490699,8,"0","0",0,0,"1","1",3,"0","0"
34015,-0.0575695295384628,0.0613689183153943,6,"0","0",0,0,"1","1",3,"0","0"
34017,-0.0552972871735413,0.0803683620082613,6,"0","0",0,0,"1","1",3,"0","0"
34019,-0.0410738793332986,0.19929794476459,7,"0","0",0,0,"1","1",3,"0","0"
34021,-0.0283393474291897,0.305778232960206,8,"0","0",0,0,"1","1",3,"0","0"
34023,-0.0547521212736527,0.0849267880714776,6,"0","0",0,0,"1","1",3,"0","0"
34025,-0.0408071104755189,0.201528543036429,7,"0","0",0,0,"1","1",3,"0","0"
34027,-0.0407004589829808,0.202420313676094,7,"0","0",0,0,"1","1",3,"0","0"
34029,-0.043888308083856,0.17576498833384,7,"0","0",0,0,"1","1",3,"0","0"
34031,-0.0392012343843664,0.2149561389842,7,"0","0",0,0,"1","1",3,"0","0"
34033,-0.0716283444126725,-0.0561844138971272,6,"0","0",0,0,"1","1",3,"0","0"
34035,0.00367932124091686,0.573503587398466,9,"0","0",0,0,"1","1",4,"0","1"
34037,-0.0481145174209215,0.140427373133352,7,"0","0",0,0,"1","1",3,"0","0"
34039,-0.0530559583088491,0.0991093212559716,6,"0","0",0,0,"1","1",3,"0","0"
34041,-0.0764852314674546,-0.0967954655809262,5,"0","0",0,0,"1","1",2,"0","0"
34999,0.0694506788654893,1.1234533749224,10,"0","1",0,0,"1","1",4,"0","1"
35001,-0.0392560625986749,0.214497690718902,7,"0","0",0,0,"1","1",3,"0","0"
35003,-0.308240304810245,-2.03462460497584,1,"1","0",1,0,"0","0",1,"1","0"
35005,-0.0853018373560793,-0.170515861665922,5,"0","0",0,0,"1","1",2,"0","0"
35006,-0.132559915461844,-0.565666136066592,3,"0","0",0,0,"0","3",1,"1","0"
35007,-0.00616770004452734,0.491167332541375,8,"0","0",0,0,"1","1",4,"0","1"
35009,-0.0791896590475082,-0.119408642908265,5,"0","0",0,0,"1","1",2,"0","0"
35011,0.0448708922697312,0.917928524836734,9,"0","0",0,0,"1","1",4,"0","1"
35013,-0.0608960813268347,0.0335538250092011,6,"0","0",0,0,"1","1",3,"0","0"
35015,-0.0262299771232212,0.323415815541339,8,"0","0",0,0,"1","1",3,"0","0"
35017,-0.199205823460481,-1.122928510859,1,"1","0",1,0,"0","0",1,"1","0"
35019,-0.170387430239117,-0.881962385158271,2,"0","0",1,0,"0","0",1,"1","0"
35021,-0.142272888886747,-0.646881544477983,3,"0","0",0,0,"0","3",1,"1","0"
35023,-0.394066609353372,-2.75226461807818,1,"1","0",1,0,"0","0",1,"1","0"
35025,0.0771335807453948,1.18769426045404,10,"0","1",0,0,"1","1",4,"0","1"
35027,-0.104542018142953,-0.331393388264369,4,"0","0",0,0,"0","3",2,"0","0"
35028,-0.0229323226002668,0.350989283228869,8,"0","0",0,0,"1","1",3,"0","0"
35029,-0.0522539547459019,0.105815305516686,6,"0","0",0,0,"1","1",3,"0","0"
35031,-0.0297660317698675,0.293848955865182,8,"0","0",0,0,"1","1",3,"0","0"
35033,-0.033753670015519,0.260506162206639,7,"0","0",0,0,"1","1",3,"0","0"
35035,-0.0988419476147063,-0.283732024882241,4,"0","0",0,0,"1","1",2,"0","0"
35037,-0.133069415882417,-0.569926343825071,3,"0","0",0,0,"0","3",1,"1","0"
35039,-0.0850288535496383,-0.168233296856987,5,"0","0",0,0,"1","1",2,"0","0"
35041,-0.0107455371358591,0.45288956807637,8,"0","0",0,0,"1","1",4,"0","1"
35043,-0.0849652400267969,-0.167701389889672,5,"0","0",0,0,"1","1",2,"0","0"
35045,0.0498447682088133,0.959517783667035,9,"0","0",0,0,"1","1",4,"0","1"
35047,-0.07257406751811,-0.064092114751663,6,"0","0",0,0,"1","1",3,"0","0"
35049,-0.0869779176747639,-0.184530473016885,5,"0","0",0,0,"1","1",2,"0","0"
35051,-0.09678975933024,-0.266572572017615,4,"0","0",0,0,"1","1",2,"0","0"
35053,-0.0852378659742686,-0.169980962446794,5,"0","0",0,0,"1","1",2,"0","0"
35055,-0.218033580093194,-1.28035753670968,1,"1","0",1,0,"0","0",1,"1","0"
35057,-0.112623631776864,-0.39896811777184,4,"0","0",0,0,"0","3",2,"0","0"
35059,-0.0770374903636758,-0.101413200011294,5,"0","0",0,0,"1","1",2,"0","0"
35061,-0.0470440213607676,0.149378367944609,7,"0","0",0,0,"1","1",3,"0","0"
35999,0.510284278990715,4.8095008198622,10,"0","1",0,1,"0","2",4,"0","1"
36001,-0.0151364850150909,0.416174485091522,8,"0","0",0,0,"1","1",4,"0","1"
36003,-0.0953615277186909,-0.254630357356488,4,"0","0",0,0,"1","1",2,"0","0"
36005,0.0397810665305979,0.875369747203651,9,"0","0",0,0,"1","1",4,"0","1"
36007,-0.0548576357464281,0.0840445246671746,6,"0","0",0,0,"1","1",3,"0","0"
36009,-0.131734952115495,-0.558768172676063,3,"0","0",0,0,"0","3",1,"1","0"
36011,-0.0991278529773702,-0.286122633790552,4,"0","0",0,0,"1","1",2,"0","0"
36013,-0.121143510252474,-0.470207415949889,3,"0","0",0,0,"0","3",2,"0","0"
36015,-0.074531430011794,-0.0804586780458748,5,"0","0",0,0,"1","1",2,"0","0"
36017,-0.067204869829626,-0.0191973576020468,6,"0","0",0,0,"1","1",3,"0","0"
36019,-0.0996370980664598,-0.290380706584807,4,"0","0",0,0,"1","1",2,"0","0"
36021,-0.0552205341360933,0.0810101355425293,6,"0","0",0,0,"1","1",3,"0","0"
36023,-0.0933122756368278,-0.237495455665139,5,"0","0",0,0,"1","1",2,"0","0"
36025,-0.045709573307846,0.160536407700379,7,"0","0",0,0,"1","1",3,"0","0"
36027,0.00687894590603964,0.600257374583227,9,"0","0",0,0,"1","1",4,"0","1"
36029,-0.0652395702141686,-0.00276442775268765,6,"0","0",0,0,"1","1",3,"0","0"
36031,-0.175513338734193,-0.924822870170988,2,"0","0",1,0,"0","0",1,"1","0"
36033,-0.0387789113808947,0.2184874093489,7,"0","0",0,0,"1","1",3,"0","0"
36035,-0.0952022917506952,-0.253298899561967,4,"0","0",0,0,"1","1",2,"0","0"
36037,-0.16324132544983,-0.822209949562753,2,"0","0",1,0,"0","0",1,"1","0"
36039,-0.163328727557874,-0.822940765718661,2,"0","0",1,0,"0","0",1,"1","0"
36041,-0.185352405409742,-1.00709261224532,2,"0","0",1,0,"0","0",1,"1","0"
36043,-0.0109825047574126,0.450908154010579,8,"0","0",0,0,"1","1",4,"0","1"
36045,-0.0623612178589857,0.0213030284063807,6,"0","0",0,0,"1","1",3,"0","0"
36047,0.00258899621930149,0.564386791947898,9,"0","0",0,0,"1","1",4,"0","1"
36049,-0.0914269566150626,-0.221731286688229,5,"0","0",0,0,"1","1",2,"0","0"
36051,-0.0874778408575193,-0.188710600325554,5,"0","0",0,0,"1","1",2,"0","0"
36053,-0.109577281924423,-0.373495943947541,4,"0","0",0,0,"0","3",2,"0","0"
36055,-0.0166490028743282,0.403527507663115,8,"0","0",0,0,"1","1",4,"0","1"
36057,-0.00462711350253985,0.504049007361962,8,"0","0",0,0,"1","1",4,"0","1"
36059,-0.0149680075468081,0.417583216053313,8,"0","0",0,0,"1","1",4,"0","1"
36061,0.00267011824048414,0.565065096911094,9,"0","0",0,0,"1","1",4,"0","1"
36063,-0.142107304818382,-0.64549700679314,3,"0","0",0,0,"0","3",1,"1","0"
36065,-0.0511338160920258,0.115181388823235,7,"0","0",0,0,"1","1",3,"0","0"
36067,-0.0404283142314717,0.204695862694292,7,"0","0",0,0,"1","1",3,"0","0"
36069,-0.0757645135864618,-0.0907691547393718,5,"0","0",0,0,"1","1",2,"0","0"
36071,-0.078536533643162,-0.113947509212396,5,"0","0",0,0,"1","1",2,"0","0"
36073,-0.0841305946175776,-0.160722469550547,5,"0","0",0,0,"1","1",2,"0","0"
36075,-0.0785045598364531,-0.113680158973006,5,"0","0",0,0,"1","1",2,"0","0"
36077,-0.0800277317547654,-0.126416220734415,5,"0","0",0,0,"1","1",2,"0","0"
36079,-0.0403861433584443,0.205048476103817,7,"0","0",0,0,"1","1",3,"0","0"
36081,-0.0461730644177232,0.15666090859861,7,"0","0",0,0,"1","1",3,"0","0"
36083,-0.0406877979668968,0.202526179258875,7,"0","0",0,0,"1","1",3,"0","0"
36085,0.00204564691669297,0.559843555434118,9,"0","0",0,0,"1","1",4,"0","1"
36087,-5.42420298951e-05,0.542285251611475,9,"0","0",0,0,"1","1",4,"0","1"
36089,-0.084288725833272,-0.162044689915352,5,"0","0",0,0,"1","1",2,"0","0"
36091,-0.0898489920823945,-0.208537074331923,5,"0","0",0,0,"1","1",2,"0","0"
36093,-0.0605088570037018,0.0367916163810408,6,"0","0",0,0,"1","1",3,"0","0"
36095,-0.0745025275703949,-0.0802170091480381,5,"0","0",0,0,"1","1",2,"0","0"
36097,-0.108329519729886,-0.363062731398047,4,"0","0",0,0,"0","3",2,"0","0"
36099,-0.132326620699907,-0.563715432760603,3,"0","0",0,0,"0","3",1,"1","0"
36101,-0.048582846015123,0.136511425216591,7,"0","0",0,0,"1","1",3,"0","0"
36103,-0.0378480331454893,0.226270984240177,7,"0","0",0,0,"1","1",3,"0","0"
36105,-0.112595923521652,-0.398736434108671,4,"0","0",0,0,"0","3",2,"0","0"
36107,0.00017707923645126,0.544219453456648,9,"0","0",0,0,"1","1",4,"0","1"
36109,0.0165418912342418,0.681054471101039,9,"0","0",0,0,"1","1",4,"0","1"
36111,-0.0849495099250403,-0.167569862026615,5,"0","0",0,0,"1","1",2,"0","0"
36113,-0.118047315156221,-0.444318459163612,4,"0","0",0,0,"0","3",2,"0","0"
36115,-0.100955033489666,-0.30140067533929,4,"0","0",0,0,"0","3",2,"0","0"
36117,-0.103664591723621,-0.324056752830542,4,"0","0",0,0,"0","3",2,"0","0"
36119,-0.0271185864517922,0.315985673773111,8,"0","0",0,0,"1","1",3,"0","0"
36121,-0.17775812708466,-0.943592756044753,2,"0","0",1,0,"0","0",1,"1","0"
36123,-0.0161442144013855,0.407748316286588,8,"0","0",0,0,"1","1",4,"0","1"
36999,-0.0213122872792359,0.364535272132849,8,"0","0",0,0,"1","1",3,"0","0"
37001,-0.136995950620607,-0.602758218108383,3,"0","0",0,0,"0","3",1,"1","0"
37003,-0.0790749855471526,-0.118449795935467,5,"0","0",0,0,"1","1",2,"0","0"
37005,-0.128108219679653,-0.52844310710752,3,"0","0",0,0,"0","3",2,"0","0"
37007,-0.146874553889396,-0.685358546958429,2,"0","0",0,0,"0","3",1,"1","0"
37009,-0.0974831693293958,-0.272370546933678,4,"0","0",0,0,"1","1",2,"0","0"
37011,-0.138682377068323,-0.616859339023205,3,"0","0",0,0,"0","3",1,"1","0"
37013,-0.0955081663707751,-0.255856482199718,4,"0","0",0,0,"1","1",2,"0","0"
37015,0.223732128961756,2.41348377362024,10,"0","1",0,1,"0","2",4,"0","1"
37017,-0.121252313557557,-0.471117179054574,3,"0","0",0,0,"0","3",2,"0","0"
37019,-0.0438088409410162,0.176429455966839,7,"0","0",0,0,"1","1",3,"0","0"
37021,-0.080267767621529,-0.128423290052921,5,"0","0",0,0,"1","1",2,"0","0"
37023,-0.0940435119742584,-0.243609716992923,5,"0","0",0,0,"1","1",2,"0","0"
37025,-0.0315114386498359,0.279254667751798,7,"0","0",0,0,"1","1",3,"0","0"
37027,-0.0305877363582239,0.286978240707476,8,"0","0",0,0,"1","1",3,"0","0"
37029,-0.223820946510943,-1.32874882809721,1,"1","0",1,0,"0","0",1,"1","0"
37031,-0.117920028065445,-0.443254143159579,4,"0","0",0,0,"0","3",2,"0","0"
37033,0.00411017024938553,0.577106148288493,9,"0","0",0,0,"1","1",4,"0","1"
37035,-0.115952189194686,-0.426799981227385,4,"0","0",0,0,"0","3",2,"0","0"
37037,-0.0808837627715527,-0.133573957670351,5,"0","0",0,0,"1","1",2,"0","0"
37039,-0.171083181995584,-0.887779940769982,2,"0","0",1,0,"0","0",1,"1","0"
37041,-0.0804086978563889,-0.129601683741543,5,"0","0",0,0,"1","1",2,"0","0"
