"countyid","year","laborforce","nicivpop","lfpr"
1001,1990,16908,24678.8,68.5122453279738
1001,1991,16928,25455.6,66.5001021386257
1001,1992,17656,26197,67.3970301942971
1001,1993,18234,26910.4,67.7581901421012
1001,1994,18820,27808.6,67.6769057054293
1001,1995,19647,28443.6,69.0735349955702
1001,1996,20214,29286.2,69.0222698745484
1001,1997,21098,30028,70.2610896496603
1001,1998,21628,30772.6,70.2833039782144
1001,1999,22433,31379,71.4904872685554
1001,2000,21720,32204.8,67.4433624801272
1001,2001,21955,32969.4,66.592052023998
1001,2002,22094,33648.2,65.6617590242569
1001,2003,22604,34364.2,65.7777570844076
1001,2004,23218,35508,65.3880815590853
1001,2005,23949,36486.2,65.6385153838986
1001,2006,24398,37777.8,64.5829031865275
1001,2007,24383,38643.4,63.097450017338
1001,2008,24687,39390.8,62.6719944758675
1001,2009,24703,40165.4,61.5031843327839
1001,2010,25713,41049.6,62.6388564078578
1001,2011,25836,41666,62.0073921182739
1001,2012,25724,41575,61.8737221888154
1001,2013,25731,41729.4,61.6615623517232
1001,2014,25597,42124.6,60.76496868813
1001,2015,25308,42328.4,59.7896447775016
1001,2016,25710,42841,60.0126047477883
1001,2017,25898,43071,60.1286248287711
1001,2018,26081,43273.2,60.2705600695118
1001,2019,26281,43698.6,60.1415148311388
1003,1990,46824,75036.2,62.4018806922525
1003,1991,49426,77899.2,63.4486618604556
1003,1992,52209,81288.2,64.227034182083
1003,1993,55079,85042.6,64.7663641516134
1003,1994,57891,89058.2,65.0035594700993
1003,1995,60820,92353.2,65.8558663912025
1003,1996,63829,96063.4,66.4446605054578
1003,1997,67150,99721,67.3378726647346
1003,1998,69285,103364.6,67.0297181046509
1003,1999,70912,105899.4,66.9616636166022
1003,2000,69533,108977.8,63.8047382127369
1003,2001,69161,112070.4,61.7121023927817
1003,2002,69169,114675.6,60.3171032024249
1003,2003,72299,117902.4,61.3210587740368
1003,2004,74772,121853.4,61.3622598959077
1003,2005,76804,125784.8,61.0598418886861
1003,2006,79711,131381.4,60.6714496877031
1003,2007,82659,134683,61.3730017893869
1003,2008,83223,137405.8,60.5673122968608
1003,2009,82451,140250.2,58.788507966477
1003,2010,83459,143445.6,58.1816381959433
1003,2011,85045,146505.4,58.0490548471251
1003,2012,84362,149732.8,56.3416966756783
1003,2013,85018,153781,55.2851132454594
1003,2014,86400,157589.2,54.8260921433702
1003,2015,87316,160824.4,54.292756571764
1003,2016,89778,165100,54.3779527559055
1003,2017,91838,169234,54.2668730869683
1003,2018,94820,173788.4,54.5606035845891
1003,2019,97424,178498.6,54.5796997847602
1005,1990,11490,18562.6,61.8986564382145
1005,1991,11628,19505.4,59.614260666277
1005,1992,11613,19893,58.3773186548032
1005,1993,12004,20299.6,59.1341701314312
1005,1994,12103,20687.6,58.5036446953731
1005,1995,12360,20781.4,59.476262426978
1005,1996,12488,21212.2,58.8717813333836
1005,1997,12484,21343.4,58.4911494888349
1005,1998,12826,21788.4,58.8661856767821
1005,1999,13364,21896.4,61.0328638497652
1005,2000,11373,22105.8,51.4480362619765
1005,2001,11250,22096,50.9141926140478
1005,2002,10971,22027.8,49.8052460981124
1005,2003,10977,22115.8,49.6341981750604
1005,2004,10633,21980.8,48.37403552191
1005,2005,10760,21938.6,49.0459737631389
1005,2006,10705,21885.8,48.9129938133402
1005,2007,10334,21912.4,47.1605118563005
1005,2008,10161,21960.8,46.268806236567
1005,2009,10003,21932.8,45.6074919754888
1005,2010,10221,21696.4,47.1091978392729
1005,2011,9849,21796.8,45.1855318211848
1005,2012,9357,21677.8,43.1639742040244
1005,2013,9073,21533.6,42.1341531374224
1005,2014,8849,21375.4,41.398055708899
1005,2015,8625,21048,40.9777651083238
1005,2016,8334,20688.2,40.2838332962752
1005,2017,8298,20257.8,40.9619998222907
1005,2018,8379,20004,41.8866226754649
1005,2019,8502,19901.8,42.7197539921012
1007,1990,7434,12221.6,60.8267329973162
1007,1991,7520,12575.4,59.7992906786265
1007,1992,7990,12887.8,61.9966169555704
1007,1993,7734,13191.2,58.6299957547456
1007,1994,7721,13468,57.3284823284823
1007,1995,7993,13826.8,57.8080249949374
1007,1996,7870,14179.6,55.5022708680076
1007,1997,8039,14611,55.0201902676066
1007,1998,7755,15050,51.5282392026578
1007,1999,7186,15625.6,45.988634036453
1007,2000,8565,14990.6,57.1358051045322
1007,2001,9081,16051.6,56.5737994966234
1007,2002,8933,16187.8,55.1835332781477
1007,2003,8836,16376.2,53.9563512902871
1007,2004,8843,16710.2,52.9197735514835
1007,2005,8861,17008,52.099012229539
1007,2006,8850,17167.2,51.5517964490424
1007,2007,8791,17437.4,50.4146260336977
1007,2008,8749,17720.6,49.3719174294324
1007,2009,8742,17987.6,48.6001467677734
1007,2010,8934,18026,49.5617441473427
1007,2011,8933,18079,49.4109187455058
1007,2012,8793,18087.2,48.6144898049449
1007,2013,8679,18032.8,48.1289649971164
1007,2014,8560,18147,47.1703311842178
1007,2015,8490,18218,46.6022614996158
1007,2016,8539,18252.8,46.7818636044881
1007,2017,8527,18237,46.7565937380052
1007,2018,8569,18054.2,47.4626402720697
1007,2019,8639,18149.6,47.5988451536122
1009,1990,19168,30084.4,63.7140843759556
1009,1991,19132,30693.4,62.332618738882
1009,1992,19553,31228.6,62.6124770242662
1009,1993,19929,32043.8,62.192998333531
1009,1994,20263,32545.6,62.2603362666536
1009,1995,20993,33636.6,62.4111830565515
1009,1996,21631,34648.4,62.4300111982083
1009,1997,22684,35877.4,63.2264322386795
1009,1998,23611,37292,63.3138474739891
1009,1999,23968,38309,62.5649325223838
1009,2000,25106,38931.8,64.4871287739072
1009,2001,25305,39473,64.1071111899273
1009,2002,25757,40036.6,64.3336347242273
1009,2003,25900,40705.6,63.6276089776345
1009,2004,26208,41265.4,63.5108347429081
1009,2005,26446,41690.2,63.4345721536476
1009,2006,26770,42434.2,63.0859071220855
1009,2007,26629,43143.2,61.7223571733205
1009,2008,26698,43847.4,60.8884449248986
1009,2009,26480,44062,60.0971358540239
1009,2010,24906,44148.8,56.4137643605262
1009,2011,25123,44433.6,56.5405458931979
1009,2012,24945,44570.4,55.9676377147165
1009,2013,24810,44623,55.5991304932434
1009,2014,24532,44761,54.806639708675
1009,2015,24352,44970.6,54.1509341658773
1009,2016,24380,44994.4,54.1845207403588
1009,2017,24656,45198,54.5510863312536
1009,2018,24960,45259.6,55.1485209767651
1009,2019,25196,45385.8,55.5151611296925
1011,1990,4407,7904.4,55.7537574009413
1011,1991,4544,8115.8,55.9895512457182
1011,1992,4303,8093.6,53.1654640703766
1011,1993,4175,8175.4,51.0678376593194
1011,1994,4264,8298,51.3858761147264
1011,1995,4456,8372.8,53.2199503153067
1011,1996,4552,8510.8,53.4849837853081
1011,1997,4586,8595.4,53.3541196453917
1011,1998,4552,8663.6,52.5416685904243
1011,1999,4455,8800.4,50.6226989682287
1011,2000,3971,8747.6,45.3953084274544
1011,2001,3912,8642.6,45.2641566195358
1011,2002,3877,8620,44.9767981438515
1011,2003,3979,8709.6,45.6852209056673
1011,2004,3880,8539.2,45.4375117106989
1011,2005,3747,8604.8,43.5454629973968
1011,2006,3702,8450,43.810650887574
1011,2007,3653,8711,41.9354838709677
1011,2008,3634,8670.8,41.9107810121327
1011,2009,3739,8670.8,43.1217419384601
1011,2010,4941,8604.4,57.4241085956022
1011,2011,4833,8490.4,56.9231131631019
1011,2012,4734,8468.2,55.9032616140384
1011,2013,4765,8476.8,56.2122499056248
1011,2014,4733,8583.2,55.1426041569578
1011,2015,4773,8396,56.848499285374
1011,2016,4785,8393.8,57.0063618384999
1011,2017,4820,8191.2,58.843637073933
1011,2018,4770,8163.8,58.4286729219236
1011,2019,4785,8101.4,59.0638655047276
1013,1990,8838,15768.2,56.0495173830875
1013,1991,8709,15751.2,55.2910254456803
1013,1992,8921,15843.4,56.3073582690584
1013,1993,9217,15906,57.9466867848611
1013,1994,9533,15971,59.6894371047524
1013,1995,10023,15968.4,62.7677162395732
1013,1996,9950,16066.6,61.9297175506952
1013,1997,9918,16087.6,61.6499664337751
1013,1998,10020,16105.8,62.2136124874269
1013,1999,9873,16086,61.3763521074226
1013,2000,9156,15958.8,57.3727347920896
1013,2001,9003,15954.4,56.4295742867171
1013,2002,9144,15744.8,58.0763172603018
1013,2003,9183,15824.8,58.0291694049846
1013,2004,9088,15892,57.1860055373773
1013,2005,9139,15915,57.4238140119384
1013,2006,9238,15991.6,57.7678281097576
1013,2007,9099,16097.8,56.5232516244456
1013,2008,9051,16200.2,55.8696806212269
1013,2009,9104,16096.8,56.5578251577953
1013,2010,9261,16179.6,57.2387450864051
1013,2011,9188,16204.4,56.7006492063884
1013,2012,9083,16087.2,56.4610373464618
1013,2013,9120,15926.6,57.2626926023131
1013,2014,9272,15929.8,58.2053760875843
1013,2015,9142,15849.6,57.6796890773269
1013,2016,9116,15762.6,57.8330986004847
1013,2017,8920,15675.4,56.9044490092757
1013,2018,8935,15502.8,57.6347498516397
1013,2019,9172,15425.6,59.4595996265948
1015,1990,51519,88006.2,58.5401937590761
1015,1991,52124,87699.2,59.4349777421003
1015,1992,53226,88410.4,60.2033244957607
1015,1993,52826,88936,59.3977691823334
1015,1994,52317,88951.6,58.8151309251323
1015,1995,53449,89419.6,59.7732488179325
1015,1996,52807,89563.2,58.9605998892402
1015,1997,54241,90021.4,60.2534508461322
1015,1998,54358,90317.8,60.1852569482428
1015,1999,54364,88665.8,61.3133812586138
1015,2000,52896,86099.8,61.4356827774281
1015,2001,51578,86579,59.5733376453874
1015,2002,51952,86891.4,59.7895764137763
1015,2003,52817,87671.4,60.2442757843493
1015,2004,54026,88321.2,61.1699116406933
1015,2005,53955,89060.2,60.5826171510956
1015,2006,54063,89820.2,60.1902467373709
1015,2007,54861,90561.6,60.5786558541369
1015,2008,54564,91390.2,59.7044322038906
1015,2009,53925,92146.6,58.5208786867882
1015,2010,51559,92341.2,55.835315113947
1015,2011,51268,92239.4,55.5814543459736
1015,2012,49619,92107.2,53.8709243142773
1015,2013,48245,91798.4,52.5553822288842
1015,2014,47240,91603.6,51.5700256321804
1015,2015,46051,91454.2,50.3541663477457
1015,2016,45450,91103.6,49.8882590808706
1015,2017,45656,90989,50.1774939827891
1015,2018,46110,90749.8,50.810029333398
1015,2019,46082,90291,51.0372019359626
1017,1990,17705,27903,63.451958570763
1017,1991,17542,27981.8,62.6907489868414
1017,1992,17252,28126,61.3382635284079
1017,1993,17472,28133.6,62.1036767424006
1017,1994,16996,28149.8,60.3769831401999
1017,1995,17161,28226.2,60.7981237290177
1017,1996,16802,28084.6,59.8263817180946
1017,1997,17033,27938.2,60.9667050847943
1017,1998,16870,28120,59.9928876244666
1017,1999,16448,27947,58.8542598489999
1017,2000,17373,28058.2,61.9177281507723
1017,2001,17424,27888.4,62.4775892485765
1017,2002,17158,27655.2,62.0425815036593
1017,2003,16829,27462.8,61.2792577595875
1017,2004,16607,27330.8,60.7629487611047
1017,2005,16353,27251.4,60.0079261982871
1017,2006,15749,27066.8,58.1856739621972
1017,2007,15474,27095.6,57.1089032905712
1017,2008,15012,27036.8,55.5243224050183
1017,2009,14650,26997.8,54.2636807443569
1017,2010,14754,26962,54.7214598323566
1017,2011,15200,27016.6,56.2617057660846
1017,2012,15132,27158.4,55.7175680452457
1017,2013,15229,27272.6,55.8399272529938
1017,2014,15305,27200,56.2683823529412
1017,2015,15100,27274.6,55.3628650832643
1017,2016,14858,27120.8,54.7845196306894
1017,2017,15158,27048.8,56.0394546153619
1017,2018,15300,27027.8,56.6083810003034
1017,2019,15749,26738.2,58.9007487415009
1019,1990,9644,15211.8,63.3981514350701
1019,1991,9610,15462.6,62.1499618434157
1019,1992,9569,15734.4,60.8157921496848
1019,1993,9683,16181.2,59.8410501075322
1019,1994,9973,16611,60.0385286858106
1019,1995,10157,17126.4,59.3061005231689
1019,1996,10486,17581.2,59.6432552954292
1019,1997,10737,18012,59.6102598267821
1019,1998,10282,18440.6,55.757404856675
1019,1999,10177,18674.6,54.4964818523556
1019,2000,11304,19005.2,59.4784585271399
1019,2001,11339,19196.4,59.0683669854764
1019,2002,11555,19346.6,59.7262568099821
1019,2003,11929,19491.4,61.2013503391239
1019,2004,12058,19755.6,61.0358581870457
1019,2005,12044,19930.8,60.4290846328296
1019,2006,11854,20289.6,58.4240201876824
1019,2007,11984,20382,58.796977725444
1019,2008,11996,20473.6,58.592528915286
1019,2009,11758,20628,57.0001939111887
1019,2010,11464,20702.2,55.3757571659051
1019,2011,11476,20767.2,55.2602180361339
1019,2012,11261,20826.8,54.069756275568
1019,2013,11368,20905.2,54.3788148403268
1019,2014,11388,20916.8,54.4442744588082
1019,2015,11197,20892,53.5946773884741
1019,2016,11241,20976.6,53.5882840879838
1019,2017,11309,21055.4,53.7106870446536
1019,2018,11637,21293.8,54.6497102442965
1019,2019,11726,21508.2,54.5187416892162
1021,1990,15187,24459.6,62.0901404765409
1021,1991,15218,25012.8,60.8408494850637
1021,1992,15686,25267,62.0809751850239
1021,1993,16338,25708.6,63.5507184366321
1021,1994,16921,26215,64.5470150677093
1021,1995,17555,26784.6,65.5413931886233
1021,1996,17612,27516,64.0063962785289
1021,1997,18259,28140.4,64.8853605492459
1021,1998,18010,28816.2,62.4995662162256
1021,1999,18606,29415.6,63.2521519193897
1021,2000,19475,30252,64.3759090308079
1021,2001,19464,30556.6,63.6981863165405
1021,2002,19393,30978.8,62.6008754373959
1021,2003,19478,31334,62.1625071806983
1021,2004,19630,31677.8,61.9676871499915
1021,2005,19674,32045.6,61.3937638864618
1021,2006,19771,32353,61.1102525268136
1021,2007,19737,32785.4,60.200577086142
1021,2008,19610,33104.4,59.2368386075567
1021,2009,19445,33288.2,58.4140926814908
1021,2010,19462,33392.2,58.2830720946808
1021,2011,19539,33503.2,58.3198022875427
1021,2012,19371,33525.6,57.7797265373327
1021,2013,19300,33691.8,57.2839682059136
1021,2014,19099,33827.2,56.460481506007
1021,2015,19021,33723.2,56.4033069222375
1021,2016,19029,33961.4,56.0312590175905
1021,2017,19203,34206,56.139273811612
1021,2018,19538,34330.6,56.9113269211724
1021,2019,19841,34539.4,57.4445415959744
1023,1990,6711,11631.2,57.6982598528097
1023,1991,6704,11734.4,57.131169893646
1023,1992,6992,11894.6,58.7829771492946
1023,1993,7254,11954.6,60.6795710437823
1023,1994,7058,11980.4,58.9128910553905
1023,1995,6827,11979.4,56.9894986393308
1023,1996,6292,12057,52.1854524342706
1023,1997,5985,12044.4,49.6911427717445
1023,1998,5577,12115.4,46.0323224986381
1023,1999,5802,12007,48.3218122761722
1023,2000,6184,12025.6,51.4236295902076
1023,2001,5869,11910.8,49.2746079188636
1023,2002,5731,11751.6,48.7678273596787
1023,2003,5651,11688.4,48.3470791554019
1023,2004,5462,11493.4,47.5229262011241
1023,2005,5300,11311.6,46.8545563845963
1023,2006,5329,11257.6,47.3369101762365
1023,2007,5183,11087.6,46.7459143547747
1023,2008,5069,11058.4,45.8384576430587
1023,2009,5134,10954.6,46.8661566830373
1023,2010,4860,10889.2,44.6313778789994
1023,2011,4764,10771.2,44.229055258467
1023,2012,4789,10805.4,44.3204323764044
1023,2013,4690,10788.4,43.4726187386452
1023,2014,4495,10758.4,41.7813057703748
1023,2015,4378,10703.6,40.9021263873837
1023,2016,4292,10577.4,40.5770794335092
1023,2017,4398,10492.4,41.9160535244558
1023,2018,4729,10448.8,45.2587856978792
1023,2019,4645,10275.2,45.2059327312364
1025,1990,11711,19658,59.5737104486723
1025,1991,12077,19768,61.0936867664913
1025,1992,12872,19908.2,64.6567745953928
1025,1993,13005,19935.8,65.2344024318061
1025,1994,13373,20030.4,66.7635194504353
1025,1995,13568,19923.6,68.1001425445201
1025,1996,14712,20027.6,73.4586270946094
1025,1997,14584,20369.8,71.5961865114041
1025,1998,13723,20339.8,67.4687066736153
1025,1999,13577,20497,66.2389617992877
1025,2000,11597,20480.4,56.6248706079959
1025,2001,11019,20390.8,54.0390764462405
1025,2002,10718,20209,53.0357761393439
1025,2003,10769,20171.6,53.3869400543338
1025,2004,10391,20074.2,51.7629594205498
1025,2005,10126,20061.4,50.4750416222198
1025,2006,10261,20103.6,51.0406096420542
1025,2007,10358,19947.4,51.9265668708704
1025,2008,10351,20003.8,51.7451684180006
1025,2009,10381,19894,52.1815622800844
1025,2010,9108,19794.6,46.0125488769664
1025,2011,8843,19743.4,44.7896512252196
1025,2012,8369,19612,42.6728533550887
1025,2013,8261,19670.6,41.996685408681
1025,2014,8157,19575.8,41.668795145026
1025,2015,7994,19545.2,40.9000675357633
1025,2016,7889,19326.8,40.8189664093383
1025,2017,7725,19119.6,40.4035649281366
1025,2018,7628,19066.2,40.0079722230964
1025,2019,7588,18896.2,40.1562218858818
1027,1990,6338,10167.6,62.3352610252174
1027,1991,6495,10224,63.5269953051643
1027,1992,6468,10338.6,62.5616621205966
1027,1993,6758,10421,64.8498224738509
1027,1994,6515,10463.2,62.2658460126921
1027,1995,6621,10487.8,63.1304944792998
1027,1996,6600,10612.2,62.1925708147227
1027,1997,6705,10787.4,62.1558484899049
1027,1998,6668,10936.8,60.9684734108697
1027,1999,6624,10988.8,60.2795573675015
1027,2000,6565,11070.8,59.3001409112259
1027,2001,6366,11110.8,57.2956042769198
1027,2002,6146,11081.4,55.462306206797
1027,2003,5923,11057.8,53.5640000723471
1027,2004,5891,11061.8,53.2553472310112
1027,2005,5950,11012,54.0319651289502
1027,2006,6182,11002.4,56.1877408565404
1027,2007,6113,11031,55.416553349651
1027,2008,5733,11081.6,51.7344065838868
1027,2009,5643,11000,51.3
1027,2010,5851,10952.6,53.4211054909337
1027,2011,5598,10811,51.7805938396078
1027,2012,5410,10653.6,50.7809566719231
1027,2013,5378,10675.2,50.3784472422062
1027,2014,5514,10742.4,51.3293118856121
1027,2015,5526,10752.4,51.3931773371526
1027,2016,5579,10758.2,51.8581175289547
1027,2017,5781,10750.6,53.7737428608636
1027,2018,5985,10752,55.6640625
1027,2019,6068,10714.4,56.6340625699993
1029,1990,6279,9651.8,65.0552228599847
1029,1991,6701,9652.2,69.4245871407555
1029,1992,7099,9807.2,72.3855942572804
1029,1993,6993,9953.4,70.2573994815842
1029,1994,7320,9962.8,73.4733207532019
1029,1995,7317,10004.4,73.1378193594818
1029,1996,7095,10169.8,69.7653837833586
1029,1997,7270,10562.2,68.8303573119236
1029,1998,7257,10713,67.7401288154579
1029,1999,7229,10814.6,66.844820890278
1029,2000,6958,10933.2,63.6410200124392
1029,2001,6921,10999.2,62.922758018765
1029,2002,6774,11124.8,60.8909823097943
1029,2003,6672,11124.4,59.9762683830139
1029,2004,6682,11077.6,60.3199248934787
1029,2005,6659,11118.6,59.8906337128775
1029,2006,6639,11237.8,59.0773994910036
1029,2007,6483,11452.8,56.6062447611065
1029,2008,6557,11494,57.0471550374108
1029,2009,6514,11554,56.3787432923663
1029,2010,6033,11651.6,51.778296542964
1029,2011,5939,11654.4,50.9592943437672
1029,2012,5834,11641.8,50.1125255544675
1029,2013,5813,11724.8,49.5786708515284
1029,2014,5855,11767.2,49.7569515262764
1029,2015,5665,11691.6,48.4535906120634
1029,2016,5738,11651.8,49.2456101203248
1029,2017,5709,11716.2,48.7274030829108
1029,2018,5770,11814.6,48.8378785570396
1029,2019,5773,11776.8,49.0201073296651
1031,1990,18836,30668.2,61.4186681970249
1031,1991,19075,30954.2,61.6233015228951
1031,1992,19862,31691,62.6739452841501
1031,1993,20868,32045.8,65.1192980047307
1031,1994,21220,32599.2,65.0936219293725
1031,1995,21554,32968.2,65.378152280076
1031,1996,21460,33009.6,65.0113906257574
1031,1997,22005,33076.8,66.5269917283413
1031,1998,21841,33385,65.4215965253857
1031,1999,21888,33496.8,65.3435552052733
1031,2000,19902,33473.6,59.4558099517231
1031,2001,19276,33634.8,57.3096911532104
1031,2002,19300,34011.4,56.7456793898516
1031,2003,19932,34286.8,58.133159116628
1031,2004,20221,34853.8,58.0166294636453
1031,2005,20104,35333.2,56.8983279182186
1031,2006,20691,35860.2,57.6990647012566
1031,2007,21077,36841.6,57.2097845913315
1031,2008,20911,37676.8,55.5009979616103
1031,2009,21436,38366.8,55.8712219940156
1031,2010,21088,38892.6,54.2211114710768
1031,2011,20749,38991,53.2148444512836
1031,2012,20599,39689.6,51.900245908248
1031,2013,20452,39489.6,51.7908512621045
1031,2014,20232,39496,51.2254405509419
1031,2015,20310,39708.4,51.1478679574095
1031,2016,20429,39854.6,51.258825831899
1031,2017,20831,40359,51.6142619985629
1031,2018,20916,40429.2,51.7348846873052
1031,2019,21741,40684,53.4386982597581
1033,1990,24501,40081.8,61.1274942742092
1033,1991,24904,40656.4,61.2548085910213
1033,1992,25225,40916,61.650698993059
1033,1993,25663,41337.6,62.0814948134386
1033,1994,26000,41404.8,62.7946518278074
1033,1995,26724,41536.6,64.338438870779
1033,1996,26855,41938.6,64.0340879285432
1033,1997,27064,42476.2,63.7156807812375
1033,1998,26136,42609.6,61.3382899628253
1033,1999,25356,42429.8,59.7598857406823
1033,2000,25950,42716,60.7500702312951
1033,2001,25609,42599.6,60.1155879397929
1033,2002,24971,42552.8,58.6823898779869
1033,2003,24562,42397.2,57.9330710518619
1033,2004,24751,42519.2,58.2113492257615
1033,2005,24960,42642.8,58.5327417524177
1033,2006,25307,42841,59.0719170887701
1033,2007,25386,42932,59.1307183452902
1033,2008,25160,42979.2,58.5399449035813
1033,2009,25414,43057.2,59.0238101873787
1033,2010,24228,43133.8,56.1694077498389
1033,2011,24386,43267.4,56.3611402580234
1033,2012,24011,43409.4,55.3129045782711
1033,2013,23822,43461.4,54.8118560377714
1033,2014,24030,43472.4,55.2764512656306
1033,2015,23586,43531.8,54.1810814163439
1033,2016,23261,43685,53.2471099919881
1033,2017,23195,43899.4,52.8367130302464
1033,2018,23441,44180.8,53.0569840292616
1033,2019,23703,44392.8,53.3937935881494
1035,1990,5763,10397,55.4294508031163
1035,1991,5823,10638.6,54.7346455360668
1035,1992,6097,10589.8,57.5742695801621
1035,1993,6316,10630,59.4167450611477
1035,1994,6537,10685.8,61.1746429841472
1035,1995,6715,10698.6,62.7652216177818
1035,1996,6924,10810.8,64.0470640470641
1035,1997,6760,10760,62.8252788104089
1035,1998,6454,10721.4,60.1973622847762
1035,1999,5902,10672.2,55.3025617960683
1035,2000,5483,10611.4,51.6708445633941
1035,2001,5274,10601.2,49.7490850092442
1035,2002,5163,10461.2,49.353802623026
1035,2003,5149,10374.6,49.6308291404006
1035,2004,5061,10279.8,49.2324753399872
1035,2005,5188,10327.4,50.2352963959951
1035,2006,5123,10461,48.9723735780518
1035,2007,4965,10404.4,47.7201953019876
1035,2008,4878,10455,46.6571018651363
1035,2009,4908,10369.4,47.3315717399271
1035,2010,4991,10377.2,48.0958254635162
1035,2011,4785,10427.4,45.8887162667587
1035,2012,4632,10316,44.9011244668476
1035,2013,4682,10250.4,45.6762662920471
1035,2014,4718,10114.2,46.647287971367
1035,2015,4674,10122.4,46.1748202007429
1035,2016,4512,10008.2,45.0830319138307
1035,2017,4479,9979.4,44.8824578631982
1035,2018,4493,9901.4,45.3774213747551
1035,2019,4499,9733.4,46.222286148725
1037,1990,4983,8378.4,59.4743626468061
1037,1991,5004,8458.8,59.1573272804653
1037,1992,5042,8480,59.4575471698113
1037,1993,5140,8705.4,59.0438118868748
1037,1994,5297,9003.2,58.8346365736627
1037,1995,5411,9126.2,59.290832986347
1037,1996,5315,9099.6,58.4091608422348
1037,1997,5320,9177.6,57.9672245467224
1037,1998,5318,9264,57.4050086355786
1037,1999,5270,9369.4,56.2469315004163
1037,2000,5295,9113.2,58.1025325900891
1037,2001,5300,9173.2,57.7770025727118
1037,2002,5182,9122.6,56.8039813211146
1037,2003,5056,9133.6,55.3560479985986
1037,2004,4911,9052.8,54.2484093319194
1037,2005,4892,9058.4,54.0051223174071
1037,2006,4794,9055.2,52.9419560031805
1037,2007,4686,9111.6,51.4289477150007
1037,2008,4659,9178,50.7626933972543
1037,2009,4593,9173.8,50.066493710349
1037,2010,4654,9536.4,48.8024831173189
1037,2011,4477,9339.8,47.9346452814835
1037,2012,4443,9349.4,47.5217661026376
1037,2013,4438,9308.2,47.6783910960229
1037,2014,4468,9189.6,48.6201793331592
1037,2015,4431,9147.6,48.4389348025712
1037,2016,4344,9101.4,47.7289208253675
1037,2017,4368,9063.6,48.1927710843374
1037,2018,4408,9005.6,48.9473216665186
1037,2019,4505,9021.2,49.9379240012415
1039,1990,17161,27899.6,61.509842435017
1039,1991,16775,28044,59.8167165882185
1039,1992,16914,28358.8,59.6428621803461
1039,1993,16953,28607.4,59.2608905388116
1039,1994,17251,28564.2,60.3937796262454
1039,1995,17682,28832.8,61.3259898448989
1039,1996,17591,29050.8,60.5525493273851
1039,1997,17666,29149.8,60.6041893940953
1039,1998,17243,29280.6,58.8888205842776
1039,1999,17066,29376.2,58.0946480484201
1039,2000,17316,29191.2,59.3192468963249
1039,2001,16846,29025,58.0396210163652
1039,2002,17095,28914,59.1236079407899
1039,2003,17322,28907.4,59.9223728180328
1039,2004,17171,28911,59.3926187264363
1039,2005,16933,29164,58.061308462488
1039,2006,17195,29337.4,58.6111925392161
1039,2007,17070,29501.4,57.8616608025382
1039,2008,16800,29535.8,56.8801251362753
1039,2009,16719,29584.8,56.5121278494362
1039,2010,16417,29751,55.1813384424053
1039,2011,16367,30014.6,54.5301286707136
1039,2012,16335,29911.2,54.6116504854369
1039,2013,16014,30005.8,53.3696818615068
1039,2014,15914,29963,53.1121716784034
1039,2015,15456,29851.4,51.7764660953925
1039,2016,15366,29723.6,51.6962951997739
1039,2017,15678,29525.6,53.0996829869672
1039,2018,15585,29396.6,53.0163352224407
1039,2019,15545,29429.6,52.8209693641776
1041,1990,6082,10222.4,59.4967913601503
1041,1991,6107,10209,59.8197668723675
1041,1992,6200,10215,60.6950562897699
1041,1993,5959,10263.4,58.0606816454586
1041,1994,5916,10219.2,57.8910286519493
1041,1995,6039,10298.2,58.6413159581286
1041,1996,6036,10316.8,58.5065136476427
1041,1997,5932,10421.2,56.9224273596131
1041,1998,5605,10386.8,53.9627219162784
1041,1999,5388,10406,51.7778204881799
1041,2000,6115,10514.8,58.1561227983414
1041,2001,6000,10526.8,56.9973781206065
1041,2002,5827,10453.4,55.7426291924159
1041,2003,5920,10490.2,56.4336237631313
1041,2004,5818,10558.2,55.1040897122616
1041,2005,6186,10564.6,58.5540389603014
1041,2006,6595,10681,61.7451549480386
1041,2007,6546,10748.6,60.9009545429172
1041,2008,6464,10733.6,60.2221062830737
1041,2009,6439,10840.2,59.3992730761425
1041,2010,6285,10762.4,58.3977551475507
1041,2011,6432,10818.4,59.4542631072987
1041,2012,6247,10883.2,57.4003969420759
1041,2013,6288,10852.4,57.9411005860455
1041,2014,6298,10900.8,57.7755761045061
1041,2015,6352,10888.6,58.336241573756
1041,2016,6401,10917,58.6333241733077
1041,2017,6387,10872.2,58.7461599308328
1041,2018,6341,10859,58.3939589280781
1041,2019,6436,10826.6,59.4461788557811
1043,1990,32848,51792.2,63.4226775460398
1043,1991,33052,52626.8,62.8045026488405
1043,1992,34510,53638,64.3387150900481
1043,1993,35320,54443,64.8751905662803
1043,1994,36480,55368.8,65.8854806316915
1043,1995,37455,56084.8,66.7828003309274
1043,1996,37459,57136.2,65.5608878434338
1043,1997,38577,57775.8,66.7701702096726
1043,1998,38708,58764.8,65.8693639729906
1043,1999,39497,59450.4,66.4368952942285
1043,2000,38647,59793.6,64.634007652993
1043,2001,37982,59856.4,63.4552027853329
1043,2002,37936,59955.4,63.273700117087
1043,2003,38276,60172,63.6109818520242
1043,2004,38483,60625.8,63.4762757769794
1043,2005,38494,61093,63.0088553516769
1043,2006,39375,61525.8,63.9975424943682
1043,2007,39367,61934,63.5628249426809
1043,2008,39096,62427.4,62.6263467644015
