"fipscounty","AAR_county","AAR_county1","AAR_county2","AAR_county3","AAR_county4","AAR_county5","AAR_county6","AAR_county7"
1001,-0.00707087862750102,0.0291857934970099,0.03026726165348,-0.0460696007700659,0.0952798750472625,-0.0179048469570152,0.00626220959585879,-0.146516842459037
1003,-0.00317239757826519,0.0465722749907577,0.0316355814709893,-0.0402198069763737,0.0620427677746204,-0.0169184454644794,0.0228612133237394,-0.12818036816711
1005,0.00417075673109781,0.0614167714451141,-0.0162304308648442,0.0101003665778293,0.0537956915050439,-0.00443629079204455,0.0857436470152914,-0.161194457768705
1007,-0.0163089933517403,0.00702073655632795,0.0700828989362252,0.0310581172320538,-0.084198415147397,-0.018205397613615,0.00820007404415577,-0.128120967469933
1009,-0.00410054044820462,0.0526066988648692,-0.021036368045688,0.0104901603477467,0.0233653271553584,-0.0141822023299571,0.0286709820938795,-0.108618381223641
1011,0.0362086539001422,0.165747185069958,-0.0825940374750756,0.0343241518980907,0.228843527202478,0.0439499158060634,0.150131038157048,-0.286941203357567
1013,-0.00948012620756049,0.100751939721801,0.187142454356363,-0.0937350495095361,-0.115727682621286,-0.0133388056771342,-0.0418937059808105,-0.0895600337423211
1015,0.00069785863483881,0.0668200244770604,0.0210699382732255,-0.0310047774271072,0.0277127085984113,-0.0214019874357711,0.0315497054234441,-0.0898606014653915
1017,-0.00698960806874143,0.0514801235823765,0.0626274125209164,-0.0298099967386046,-0.0553566292707184,-0.0347789860609668,0.005480388298452,-0.0485695688126455
1019,-0.0696986334448884,-0.0368541426863915,0.0790457665636532,0.0334593411541517,-0.109452210561656,-0.00925210108889596,-0.370822774689552,-0.0740143128055289
1021,-0.0385213951596065,-0.0479657274782059,0.0342010164469059,0.0228660728642553,-0.0741141113162118,-0.0476824193161121,-0.08482889093266,-0.0721257063852167
1023,-0.0256582885233,-0.0371895854602673,0.0439776006307076,-0.111709140090345,-0.191896901626259,-0.0443101032610966,0.194895038103785,-0.0333749279596258
1025,-0.0169890046309378,-0.0033038800619778,0.0828989890114424,-0.0523721117128406,-0.0575123252234285,-0.0375524685955098,0.0466330451867764,-0.0977142810210272
1027,-0.00495753370123908,0.0318434766352276,-0.016959492697749,0.00513554395200917,0.00377847413081949,-0.0146212619360121,0.0869251929572281,-0.130804668950197
1029,-0.0286818606492122,-0.0269655119342068,0.0804931183723476,0.0613803017197716,-0.110890320163425,-0.0650587543954194,-0.0914400053473245,-0.048291852796229
1031,0.0105827714825894,0.059182994901962,-0.0261274645156267,0.0355900683687479,0.114110304561311,-0.00343769363828229,0.0535791866183691,-0.158817995918355
1033,-0.0150078860441181,0.0330350165662444,0.0101119245465521,-0.00669334035107757,-0.0737506571990093,-0.0843246829525135,0.0338260379569527,-0.0172595008759757
1035,0.00177328050341895,0.00549169493871343,0.0132287144756301,0.0124904247798744,-0.106253344355882,-0.0532247768909398,0.126397441320833,0.0142828092557028
1037,0.00640780611240482,0.0482426509829258,0.0210998494271214,-0.0820492902768081,0.0530418605491149,-0.0384263671718138,0.0693033601522359,-0.0263574208759427
1039,-0.00564991031156374,0.0787702252427061,0.0136682681001137,-0.0564142525078997,-0.0484444627771606,-0.0534262111217598,0.0822349339934787,-0.0559378731104249
1041,-0.0125278478168226,0.0445901386256599,0.219286757636908,-0.0551208006249731,-0.266595314981745,-0.0160891132342741,0.0246248125644345,-0.038391414703769
1043,-0.00249434531883814,0.0553926116612115,0.0272633189776319,-0.0305141433226839,-0.0206067602893864,-0.0264759440453476,0.0511719564979644,-0.073691456711257
1045,-0.0128652646210338,0.00593597881346907,0.054480892731557,-0.0287707416131987,-0.215901324163604,-0.049367959911391,-0.0139203498051643,0.157486651601096
